time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-05 00:00:00+00:00,273,52,2462,935
2025-02-06 00:00:00+00:00,414,58,2742,1027
2025-02-07 00:00:00+00:00,457,60,2553,833
2025-02-08 00:00:00+00:00,72,33,1678,777
2025-02-09 00:00:00+00:00,49,22,1200,648
2025-02-10 00:00:00+00:00,388,66,2550,1004
2025-02-11 00:00:00+00:00,169,48,2292,930
2025-02-12 00:00:00+00:00,207,67,2730,1044
2025-02-13 00:00:00+00:00,143,46,3045,1196
2025-02-14 00:00:00+00:00,87,44,2165,1060
2025-02-15 00:00:00+00:00,50,30,1291,714
2025-02-16 00:00:00+00:00,50,23,1104,701
2025-02-17 00:00:00+00:00,188,38,2469,1130
2025-02-18 00:00:00+00:00,184,51,2179,975
