time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-20 00:00:00+00:00,77,22,1154,409
2026-01-21 00:00:00+00:00,96,25,1140,362
2026-01-22 00:00:00+00:00,123,20,1359,453
2026-01-23 00:00:00+00:00,210,42,1145,383
2026-01-24 00:00:00+00:00,42,17,524,197
2026-01-25 00:00:00+00:00,38,25,1017,192
2026-01-26 00:00:00+00:00,101,32,937,368
2026-01-27 00:00:00+00:00,325,37,918,333
2026-01-28 00:00:00+00:00,214,39,1224,419
2026-01-29 00:00:00+00:00,300,52,1126,346
2026-01-30 00:00:00+00:00,432,46,1403,378
2026-01-31 00:00:00+00:00,49,22,639,239
2026-02-01 00:00:00+00:00,30,16,977,216
2026-02-02 00:00:00+00:00,127,25,1270,365
